id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25
2023-10-07 23,93.3,0.879,0.4,36.7,23.6
2023-10-08 00,83.2,0.748,0.2,32.9,22.2
2023-10-08 01,77.8,0.741,0.1,30.3,20.5
2023-10-08 02,68.9,0.695,0.1,27.4,19.1
2023-10-08 03,64.6,0.623,0.0,27.0,18.4
2023-10-08 04,53.7,0.602,0.0,26.0,18.6
2023-10-08 05,50.0,0.523,0.0,24.7,16.2
2023-10-08 06,45.5,0.502,0.0,25.6,15.7
2023-10-08 07,43.2,0.494,1.3,25.8,16.5
2023-10-08 08,48.4,0.44,8.3,32.6,17.8
2023-10-08 09,58.1,0.436,15.9,16.56614280170741,17.6
2023-10-08 10,56.7,0.434,25.4,16.56614280170741,17.9
2023-10-08 11,52.2,0.351,40.5,16.56614280170741,15.1
2023-10-08 12,31.5,0.267,66.8,16.56614280170741,14.9
2023-10-08 13,28.9,0.247,74.6,16.56614280170741,16.8
2023-10-08 14,31.5,0.236,64.0,16.56614280170741,17.6
2023-10-08 15,35.6,0.23,57.4,16.56614280170741,26.4
2023-10-08 16,41.8,0.254,51.2,16.56614280170741,24.8
2023-10-08 17,64.5,0.342,25.2,16.56614280170741,36.4
2023-10-08 18,83.9,0.653,6.2,16.56614280170741,35.04290283339542
2023-10-08 19,92.9,0.707,1.8,16.56614280170741,33.4
2023-10-08 20,103.2,1.001,1.1,16.56614280170741,40.5
2023-10-08 21,107.0,0.956,0.6,16.56614280170741,26.4
2023-10-08 22,123.5,1.361,0.7,16.56614280170741,26.4
2023-10-08 23,85.0,1.0,0.1,16.56614280170741,23.2
2023-10-09 00,66.8,0.816,0.1,16.56614280170741,21.5
2023-10-09 01,62.7,0.813,0.1,34.8,16.5
2023-10-09 02,61.9,0.836,0.1,36.3,19.3
2023-10-09 03,53.2,0.664,0.0,31.7,16.4
2023-10-09 04,50.7,0.35,0.0,35.9,13.0
2023-10-09 05,50.1,0.284,0.1,38.2,13.3
2023-10-09 06,48.7,0.285,0.9,16.56614280170741,15.7
2023-10-09 07,55.4,0.387,2.8,16.56614280170741,20.0
2023-10-09 08,66.2,0.433,8.4,16.56614280170741,23.5
2023-10-09 09,81.8,0.52,11.6,16.56614280170741,26.0
2023-10-09 10,69.5,0.401,25.1,16.56614280170741,18.9
2023-10-09 11,53.9,0.321,48.7,16.56614280170741,15.8
2023-10-09 12,50.0,0.321,58.7,16.56614280170741,15.6
2023-10-09 13,46.2,0.313,67.9,16.56614280170741,15.1
2023-10-09 14,43.2,0.289,70.4,16.56614280170741,16.9
2023-10-09 15,35.7,0.26,79.1,16.56614280170741,17.6
2023-10-09 16,40.5,0.273,74.1,16.56614280170741,25.9
2023-10-09 17,87.1,0.428,24.6,16.56614280170741,32.9
2023-10-09 18,100.5,0.539,7.3,16.56614280170741,26.0
2023-10-09 19,102.9,0.598,2.5,16.56614280170741,26.9
2023-10-09 20,104.3,0.737,0.7,16.56614280170741,23.7
2023-10-09 21,92.7,0.683,0.3,46.5,19.2
2023-10-09 22,87.6,0.587,0.4,39.4,16.4
2023-10-09 23,86.5,0.7,0.5,36.9,17.2
2023-10-10 00,85.8,0.844,0.2,40.0,20.2
2023-10-10 01,74.8,0.636,0.1,31.6,16.5
2023-10-10 02,68.4,0.577,0.0,28.4,14.6
2023-10-10 03,65.0,0.572,0.0,29.4,15.2
2023-10-10 04,58.0,0.497,0.0,29.8,15.1
2023-10-10 05,59.3,0.486,0.0,33.8,15.0
2023-10-10 06,58.4,0.533,0.0,44.7,16.9
2023-10-10 07,67.2,0.631,0.2,62.5,19.8
2023-10-10 08,76.9,0.663,1.0,76.2,22.6
2023-10-10 09,82.2,0.604,2.6,85.1,24.4
2023-10-10 10,76.6,0.438,11.7,77.3,21.3
2023-10-10 11,52.1,0.313,42.4,63.7,18.2
2023-10-10 12,20.0,0.203,93.4,51.9,13.9
2023-10-10 13,20.4,0.195,93.9,16.56614280170741,15.4
2023-10-10 14,17.5,0.18,96.4,16.56614280170741,12.0
2023-10-10 15,23.1,0.197,88.0,16.56614280170741,16.2
2023-10-10 16,35.3,0.241,70.8,16.56614280170741,16.7
2023-10-10 17,66.2,0.328,34.3,16.56614280170741,29.4
2023-10-10 18,87.3,0.414,14.3,16.56614280170741,27.3
2023-10-10 19,94.2,0.471,5.6,16.56614280170741,25.5
2023-10-10 20,86.4,0.881,7.8,16.56614280170741,24.486804828943985
2023-10-10 21,89.8,0.797,4.5,16.56614280170741,22.604347652238246
2023-10-10 22,91.6,0.686,0.8,16.56614280170741,20.71211949086746
2023-10-10 23,84.3,0.653,0.4,16.56614280170741,19.352371041785045
2023-10-11 00,77.8,0.42,0.0,16.56614280170741,18.5
2023-10-11 01,72.9,0.378,0.0,34.1,15.3
2023-10-11 02,67.9,0.341,0.1,33.7,14.3
2023-10-11 03,62.1,0.266,2.2,32.8,14.2
2023-10-11 04,66.5,0.254,2.2,33.9,13.6
2023-10-11 05,71.6,0.262,0.7,34.5,13.4
2023-10-11 06,73.6,0.32,0.4,42.9,14.7
2023-10-11 07,73.1,0.385,3.8,60.4,18.0
2023-10-11 08,67.4,0.352,8.6,64.3,19.0
2023-10-11 09,55.6,0.299,24.5,16.56614280170741,18.0
2023-10-11 10,23.7,0.203,67.1,16.56614280170741,15.6
2023-10-11 11,17.9,0.184,77.5,16.56614280170741,17.2
2023-10-11 12,17.6,0.173,80.8,16.56614280170741,15.7
2023-10-11 13,16.9,0.16,81.5,16.56614280170741,13.8
2023-10-11 14,18.6,0.165,81.1,16.56614280170741,13.3
2023-10-11 15,20.3,0.175,75.7,16.56614280170741,12.4
2023-10-11 16,29.8,0.214,61.3,16.56614280170741,12.9
2023-10-11 17,41.8,0.264,43.7,16.56614280170741,15.6
2023-10-11 18,47.4,0.27,34.7,16.56614280170741,17.2
2023-10-11 19,31.7,0.224,47.6,16.56614280170741,16.2
2023-10-11 20,25.5,0.193,51.7,16.56614280170741,14.6
2023-10-11 21,28.1,0.201,45.7,16.56614280170741,13.7
2023-10-11 22,26.2,0.191,46.9,16.56614280170741,13.3
2023-10-11 23,25.6,0.188,44.4,16.56614280170741,13.4
2023-10-12 00,17.7,0.165,51.3,31.2,12.8
2023-10-12 01,33.0,0.2,28.4,31.4,12.1
2023-10-12 02,13.1,0.145,55.8,30.8,11.2
2023-10-12 03,9.9,0.142,61.3,31.4,11.1
2023-10-12 04,15.6,0.148,55.9,27.9,11.0
2023-10-12 05,30.5,0.172,41.9,29.2,11.4
2023-10-12 06,34.8,0.191,35.2,41.0,13.7
2023-10-12 07,35.2,0.228,26.5,32.7,15.0
2023-10-12 08,33.0,0.236,28.6,28.9,14.7
2023-10-12 09,35.3,0.234,24.3,34.5,16.4
2023-10-12 10,29.6,0.226,29.7,38.2,17.7
2023-10-12 11,19.8,0.188,39.5,34.5,17.3
2023-10-12 12,17.7,0.163,37.2,29.3,14.8
2023-10-12 13,19.5,0.155,36.7,24.8,11.4
2023-10-12 14,21.8,0.151,37.3,20.7,8.9
2023-10-12 15,22.0,0.151,39.1,18.0,7.8
2023-10-12 16,22.9,0.18,38.2,15.9,7.7
2023-10-12 17,38.0,0.269,23.0,21.9,11.2
2023-10-12 18,41.5,0.321,18.9,23.9,14.6
2023-10-12 19,42.4,0.243,15.4,24.4,13.9
2023-10-12 20,27.9,0.191,23.7,20.9,11.7
2023-10-12 21,25.8,0.172,20.0,20.0,9.8
2023-10-12 22,21.5,0.151,21.0,21.9,9.2
2023-10-12 23,17.8,0.133,21.7,22.4,9.3
2023-10-13 00,19.4,0.123,16.8,25.6,10.2
2023-10-13 01,17.0,0.119,17.6,29.3,11.7
2023-10-13 02,18.5,0.117,18.4,31.7,12.8
2023-10-13 03,20.7,0.119,19.7,34.0,13.4
2023-10-13 04,29.8,0.133,19.4,35.2,13.6
2023-10-13 05,37.7,0.154,23.6,34.4,13.7
2023-10-13 06,43.0,0.203,22.9,16.56614280170741,14.1
2023-10-13 07,41.2,0.269,27.0,16.56614280170741,15.1
2023-10-13 08,33.2,0.216,38.2,16.56614280170741,17.4
2023-10-13 09,25.1,0.199,50.6,16.56614280170741,17.3
2023-10-13 10,21.1,0.174,60.6,16.56614280170741,13.7
2023-10-13 11,18.6,0.171,64.6,16.56614280170741,15.9
2023-10-13 12,14.8,0.151,63.8,16.56614280170741,14.5
2023-10-13 13,16.7,0.144,62.0,16.56614280170741,15.1
2023-10-13 14,19.8,0.159,56.4,16.56614280170741,17.0
2023-10-13 15,19.4,0.163,54.8,16.56614280170741,19.9
2023-10-13 16,17.8,0.165,56.5,16.56614280170741,21.0
2023-10-13 17,17.0,0.179,56.5,16.56614280170741,24.2
2023-10-13 18,12.6,0.242,62.5,16.56614280170741,37.3
2023-10-13 19,10.5,0.203,67.5,16.56614280170741,29.1
2023-10-13 20,8.0,0.166,70.6,32.6,18.5
2023-10-13 21,5.9,0.137,71.8,20.1,10.3
2023-10-13 22,5.2,0.127,70.0,11.3,4.6
2023-10-13 23,4.3,0.125,68.3,6.5,2.8
2023-10-14 00,5.1,0.124,61.0,5.0,2.2
2023-10-14 01,5.9,0.135,51.3,4.2,1.9
2023-10-14 02,5.9,0.152,56.8,10.1,4.6
2023-10-14 03,6.5,0.156,59.4,12.1,5.8
2023-10-14 04,8.2,0.161,56.9,13.0,6.0
2023-10-14 05,10.7,0.164,52.3,13.6,5.9
2023-10-14 06,11.7,0.168,51.5,13.1,6.2
2023-10-14 07,17.6,0.193,47.5,13.9,6.2
2023-10-14 08,13.0,0.178,52.9,14.8,6.3
2023-10-14 09,9.7,0.173,56.4,15.1,5.9
2023-10-14 10,10.3,0.173,56.6,15.5,6.3
2023-10-14 11,12.6,0.181,53.7,13.8,5.9
2023-10-14 12,16.0,0.197,48.4,14.5,7.5
2023-10-14 13,11.2,0.178,58.9,16.1,5.3
2023-10-14 14,12.8,0.178,56.7,15.3,5.0
2023-10-14 15,14.5,0.188,56.9,15.2,4.4
2023-10-14 16,12.6,0.182,58.2,12.2,4.0
2023-10-14 17,13.6,0.196,53.8,7.4,3.9
2023-10-14 18,20.7,0.207,45.7,7.4,4.7
2023-10-14 19,26.1,0.211,40.2,8.9,5.3
2023-10-14 20,18.7,0.196,49.1,7.7,4.4
2023-10-14 21,23.0,0.203,43.2,8.1,4.3
2023-10-14 22,19.8,0.199,42.4,7.2,4.0
2023-10-14 23,15.9,0.188,45.5,6.7,3.5
2023-10-15 00,13.0,0.176,45.7,5.8,3.4
2023-10-15 01,12.2,0.173,40.5,6.5,3.6
2023-10-15 02,14.1,0.176,37.4,6.4,3.6
2023-10-15 03,11.5,0.171,38.3,5.4,3.6
2023-10-15 04,12.3,0.174,34.5,5.9,3.8
2023-10-15 05,11.6,0.179,33.3,5.9,3.8
2023-10-15 06,11.6,0.175,32.0,6.5,3.9
2023-10-15 07,12.2,0.185,32.0,7.3,4.2
2023-10-15 08,11.9,0.186,41.7,8.4,4.3
2023-10-15 09,6.9,0.175,53.5,9.5,3.9
2023-10-15 10,5.9,0.178,59.7,16.56614280170741,3.7
2023-10-15 11,6.4,0.18,60.4,16.56614280170741,4.4
2023-10-15 12,5.5,0.177,64.6,16.56614280170741,4.4
2023-10-15 13,6.1,0.178,65.4,16.56614280170741,4.2
2023-10-15 14,6.6,0.18,65.3,16.56614280170741,5.6
2023-10-15 15,8.0,0.185,63.6,16.56614280170741,5.6
2023-10-15 16,10.6,0.203,59.3,16.56614280170741,6.3
2023-10-15 17,19.3,0.224,50.1,16.56614280170741,6.0
2023-10-15 18,27.0,0.236,42.7,9.0,5.0
2023-10-15 19,36.0,0.242,33.9,8.2,4.8
2023-10-15 20,53.4,0.288,18.4,10.1,5.8
2023-10-15 21,28.4,0.243,39.4,8.8,5.4
2023-10-15 22,19.6,0.224,43.2,9.8,5.9
2023-10-15 23,14.7,0.206,47.0,8.8,4.8
2023-10-16 00,15.8,0.209,41.7,16.56614280170741,7.1
2023-10-16 01,13.5,0.202,41.4,9.0,5.0
2023-10-16 02,11.7,0.195,41.1,7.5,4.7
2023-10-16 03,14.3,0.197,36.5,8.5,4.8
2023-10-16 04,23.1,0.208,27.7,9.9,5.0
2023-10-16 05,37.5,0.226,16.3,10.9,5.2
2023-10-16 06,44.8,0.251,10.0,15.2,6.4
2023-10-16 07,41.1,0.268,14.4,20.8,7.2
2023-10-16 08,35.6,0.264,19.9,18.7,7.3
2023-10-16 09,25.8,0.253,31.8,19.5,7.1
2023-10-16 10,16.9,0.222,42.1,16.1,6.1
2023-10-16 11,12.8,0.233,50.0,15.5,6.3
2023-10-16 12,11.9,0.207,55.5,13.6,5.2
2023-10-16 13,10.9,0.198,59.8,14.8,4.2
2023-10-16 14,12.6,0.209,54.7,15.3,4.7
2023-10-16 15,12.7,0.218,57.5,15.6,4.8
2023-10-16 16,17.8,0.235,51.3,14.6,5.1
2023-10-16 17,23.8,0.254,44.8,16.9,6.2
2023-10-16 18,25.2,0.269,41.0,13.5,6.8
2023-10-16 19,29.4,0.28,32.5,13.7,7.0
2023-10-16 20,24.7,0.264,31.9,13.8,6.9
2023-10-16 21,20.0,0.248,36.5,11.6,6.1
2023-10-16 22,15.7,0.238,43.5,9.1,4.6
2023-10-16 23,17.1,0.23,37.8,9.5,4.6
2023-10-17 00,15.9,0.221,34.6,8.7,4.8
2023-10-17 01,16.1,0.217,33.0,8.5,4.7
2023-10-17 02,14.9,0.226,30.9,9.2,5.1
2023-10-17 03,19.5,0.221,24.5,8.3,5.0
2023-10-17 04,29.7,0.231,14.1,9.0,5.3
2023-10-17 05,37.9,0.262,7.4,10.3,5.7
2023-10-17 06,41.7,0.331,4.2,16.6,7.2
2023-10-17 07,37.4,0.343,9.4,23.3,9.7
2023-10-17 08,27.1,0.271,20.8,23.9,9.3
2023-10-17 09,27.3,0.272,21.9,23.3,9.9
2023-10-17 10,27.4,0.277,25.5,23.7,11.0
2023-10-17 11,23.8,0.265,30.9,26.6,11.9
2023-10-17 12,21.2,0.24,38.1,27.8,10.4
2023-10-17 13,19.7,0.229,43.5,22.8,9.5
2023-10-17 14,19.9,0.228,46.4,24.2,8.9
2023-10-17 15,24.7,0.25,39.0,25.7,10.0
2023-10-17 16,31.1,0.275,29.4,25.6,10.3
2023-10-17 17,33.7,0.292,25.7,23.4,11.3
2023-10-17 18,27.9,0.274,27.9,24.2,11.9
2023-10-17 19,22.6,0.252,29.3,24.1,11.7
2023-10-17 20,18.8,0.247,30.0,19.7,10.7
2023-10-17 21,17.1,0.232,30.5,17.3,9.4
2023-10-17 22,17.7,0.229,28.4,16.1,9.0
2023-10-17 23,15.4,0.214,29.8,14.8,8.3
2023-10-18 00,14.2,0.204,31.0,13.3,7.8
2023-10-18 01,12.4,0.2,32.2,12.9,7.4
2023-10-18 02,12.4,0.202,30.8,12.2,7.1
2023-10-18 03,14.1,0.198,28.6,12.8,7.0
2023-10-18 04,22.6,0.216,19.4,13.9,7.2
2023-10-18 05,30.7,0.222,12.2,12.5,7.2
2023-10-18 06,35.7,0.241,7.5,13.7,7.6
2023-10-18 07,35.6,0.275,9.6,21.7,9.0
2023-10-18 08,26.9,0.228,18.6,21.6,9.1
2023-10-18 09,26.2,0.21,22.8,23.9,9.3
2023-10-18 10,31.6,0.217,19.3,25.0,10.0
2023-10-18 11,34.2,0.214,17.4,24.1,10.4
2023-10-18 12,32.8,0.219,16.3,24.0,11.1
2023-10-18 13,33.7,0.198,13.4,19.2,9.6
2023-10-18 14,26.9,0.196,19.8,12.9,7.4
2023-10-18 15,22.2,0.181,22.0,11.0,6.3
2023-10-18 16,24.8,0.177,18.7,9.5,5.6
2023-10-18 17,17.7,0.177,26.0,7.8,5.2
2023-10-18 18,13.8,0.168,37.9,7.2,4.8
2023-10-18 19,12.2,0.155,48.7,8.3,4.9
2023-10-18 20,13.5,0.16,44.6,9.3,5.6
2023-10-18 21,12.5,0.146,44.0,8.9,4.8
2023-10-18 22,12.3,0.141,45.7,9.0,4.6
2023-10-18 23,8.6,0.128,52.6,7.4,3.8
2023-10-19 00,7.3,0.126,52.2,10.3,4.6
2023-10-19 01,7.1,0.122,48.7,13.4,5.9
2023-10-19 02,8.2,0.126,44.2,13.3,6.1
2023-10-19 03,9.4,0.125,42.2,14.1,6.3
2023-10-19 04,21.5,0.149,30.3,13.2,6.2
2023-10-19 05,35.5,0.163,15.0,14.0,6.3
2023-10-19 06,38.8,0.211,10.0,13.8,6.5
2023-10-19 07,40.9,0.236,7.2,16.3,6.5
2023-10-19 08,33.4,0.233,14.9,17.4,7.1
2023-10-19 09,26.5,0.204,24.8,17.9,8.8
2023-10-19 10,16.9,0.167,38.6,13.8,6.3
2023-10-19 11,18.7,0.161,44.6,17.9,8.3
2023-10-19 12,13.8,0.149,58.6,15.4,6.5
2023-10-19 13,17.5,0.159,56.5,15.2,5.9
2023-10-19 14,21.8,0.187,52.9,15.5,5.7
2023-10-19 15,27.4,0.208,45.4,17.2,6.3
2023-10-19 16,30.6,0.197,39.5,14.2,6.4
2023-10-19 17,31.7,0.191,33.8,13.2,6.1
2023-10-19 18,29.7,0.172,29.8,9.6,5.9
2023-10-19 19,34.0,0.167,19.2,10.1,5.9
2023-10-19 20,27.7,0.161,23.0,7.5,5.0
2023-10-19 21,31.8,0.165,15.3,7.6,4.6
2023-10-19 22,17.2,0.138,30.3,6.3,3.4
2023-10-19 23,9.6,0.121,43.8,4.8,2.5
2023-10-20 00,9.2,0.123,46.3,4.3,2.1
2023-10-20 01,6.8,0.112,64.9,1.7,0.9
2023-10-20 02,8.8,0.123,59.5,1.7,0.8
2023-10-20 03,19.0,0.139,48.9,2.6,1.5
2023-10-20 04,24.3,0.149,44.3,3.0,1.4
2023-10-20 05,32.4,0.164,31.5,3.8,2.0
2023-10-20 06,29.0,0.167,37.3,5.1,2.3
2023-10-20 07,26.5,0.195,38.9,10.5,3.3
2023-10-20 08,23.0,0.19759081669880643,46.3,12.4,5.9
2023-10-20 09,18.7,0.19759081669880643,52.4,18.8,8.5
2023-10-20 10,19.8,0.217,47.9,16.3,8.6
2023-10-20 11,19.1,0.182,47.7,19.7,12.0
2023-10-20 12,12.7,0.16,58.2,15.3,8.0
2023-10-20 13,11.9,0.155,60.2,13.8,6.3
2023-10-20 14,14.0,0.167,61.5,9.6,4.8
2023-10-20 15,23.8,0.234,50.3,10.2,5.6
2023-10-20 16,35.5,0.241,34.8,12.0,7.2
2023-10-20 17,39.0,0.279,31.7,12.3,8.6
2023-10-20 18,28.9,0.236,43.4,12.0,10.2
2023-10-20 19,37.0,0.27,32.3,9.7,8.3
2023-10-20 20,22.9,0.213,36.3,9.5,6.9
2023-10-20 21,13.3,0.178,38.5,9.3,5.9
2023-10-20 22,12.2,0.164,40.9,9.5,5.9
2023-10-20 23,9.3,0.148,44.8,7.8,4.7
2023-10-21 00,6.8,0.146,48.8,5.1,2.7
2023-10-21 01,4.9,0.147,54.9,2.4,1.1
2023-10-21 02,5.0,0.146,56.5,3.5,1.7
2023-10-21 03,5.1,0.144,61.3,5.9,2.9
2023-10-21 04,5.8,0.139,65.9,7.1,3.1
2023-10-21 05,7.9,0.139,64.9,7.8,3.6
2023-10-21 06,8.8,0.157,64.2,12.2,6.1
2023-10-21 07,9.2,0.157,65.2,14.4,6.1
2023-10-21 08,9.1,0.165,64.7,16.7,6.8
2023-10-21 09,8.9,0.179,66.8,17.1,7.2
2023-10-21 10,9.5,0.169,66.3,17.6,8.0
2023-10-21 11,9.8,0.168,68.3,18.6,8.7
2023-10-21 12,8.9,0.163,69.9,19.8,8.5
2023-10-21 13,8.6,0.158,70.5,20.2,7.8
2023-10-21 14,9.9,0.191,68.3,13.5,7.1
2023-10-21 15,11.9,0.164,64.4,10.2,5.8
2023-10-21 16,12.3,0.169,64.7,11.9,6.6
2023-10-21 17,14.2,0.186,62.5,10.2,7.3
2023-10-21 18,15.2,0.183,60.2,10.3,8.1
2023-10-21 19,16.3,0.192,57.9,9.5,7.6
2023-10-21 20,14.0,0.173,59.6,8.3,6.6
2023-10-21 21,10.4,0.163,61.0,6.8,5.3
2023-10-21 22,7.8,0.149,63.2,7.9,5.3
2023-10-21 23,8.9,0.143,59.0,12.3,6.9
2023-10-22 00,7.0,0.137,59.3,16.6,8.0
2023-10-22 01,6.6,0.132,57.9,16.3,7.8
2023-10-22 02,5.8,0.129,56.9,16.0,7.6
2023-10-22 03,5.5,0.128,56.5,14.9,6.9
2023-10-22 04,6.3,0.131,53.0,10.8,5.6
2023-10-22 05,7.6,0.133,49.2,13.6,6.5
2023-10-22 06,9.4,0.153,46.8,13.0,6.5
2023-10-22 07,11.4,0.17,43.7,9.7,5.4
2023-10-22 08,11.5,0.179,41.6,13.1,6.7
2023-10-22 09,13.1,0.173,40.9,11.1,6.4
2023-10-22 10,8.4,0.158,54.0,11.6,6.3
2023-10-22 11,9.0,0.151,60.4,13.1,7.1
2023-10-22 12,9.0,0.147,63.2,16.2,7.7
2023-10-22 13,8.1,0.141,62.6,17.9,8.0
2023-10-22 14,10.3,0.153,60.0,21.5,7.9
2023-10-22 15,15.8,0.179,52.2,21.7,8.7
2023-10-22 16,22.0,0.187,45.9,20.0,8.7
2023-10-22 17,39.5,0.251,29.1,23.7,11.4
2023-10-22 18,67.2,0.34,4.9,21.8,14.0
2023-10-22 19,66.8,0.315,2.4,23.8,16.1
2023-10-22 20,60.8,0.366,2.5,23.4,16.6
2023-10-22 21,57.1,0.396,0.4,23.3,17.6
2023-10-22 22,49.7,0.361,2.5,20.0,15.6
2023-10-22 23,45.2,0.31,2.6,17.3,12.8
2023-10-23 00,28.2,0.218,15.7,13.5,9.2
2023-10-23 01,21.7,0.219,21.8,12.4,7.7
2023-10-23 02,18.3,0.207,23.5,10.7,6.6
2023-10-23 03,15.3,0.181,31.5,8.7,5.2
2023-10-23 04,21.8,0.174,28.8,8.6,4.5
2023-10-23 05,30.9,0.18,23.3,8.0,4.3
2023-10-23 06,40.8,0.204,18.8,10.3,4.8
2023-10-23 07,26.3,0.186,32.8,14.2,5.3
2023-10-23 08,26.8,0.187,30.3,13.5,5.4
2023-10-23 09,25.5,0.189,31.6,18.4,6.4
2023-10-23 10,21.9,0.183,33.4,11.5,5.7
2023-10-23 11,20.1,0.175,34.4,15.0,7.5
2023-10-23 12,26.4,0.192,29.4,17.1,7.6
2023-10-23 13,24.8,0.186,28.4,11.5,6.0
2023-10-23 14,21.3,0.179,29.3,10.0,5.0
2023-10-23 15,26.8,0.188,26.7,8.0,4.9
2023-10-23 16,54.3,0.282,5.4,9.7,6.0
2023-10-23 17,50.5,0.296,5.8,9.9,7.7
2023-10-23 18,35.3,0.246,16.6,9.7,8.4
2023-10-23 19,20.5,0.193,25.0,9.7,8.2
2023-10-23 20,19.4,0.191,25.0,12.2,9.3
2023-10-23 21,14.4,0.18,29.4,10.8,8.0
2023-10-23 22,12.6,0.159,33.9,8.1,6.1
2023-10-23 23,9.6,0.149,37.8,8.1,5.9
2023-10-24 00,12.6,0.159,31.4,9.4,6.8
2023-10-24 01,14.1,0.17,28.5,12.7,8.6
2023-10-24 02,10.9,0.159,30.1,11.5,8.3
2023-10-24 03,12.4,0.161,28.7,9.6,6.8
2023-10-24 04,20.0,0.171,22.3,6.1,4.4
2023-10-24 05,33.2,0.198,14.4,6.0,3.9
2023-10-24 06,29.2,0.185,22.8,7.1,4.2
2023-10-24 07,26.5,0.192,30.6,11.8,4.9
2023-10-24 08,26.7,0.189,36.9,12.8,4.8
2023-10-24 09,22.3,0.181,45.0,15.1,5.7
2023-10-24 10,15.3,0.162,55.5,14.0,5.8
2023-10-24 11,12.1,0.156,61.3,13.1,6.7
2023-10-24 12,12.1,0.16,63.5,14.8,6.4
2023-10-24 13,13.4,0.15,63.5,16.3,5.6
2023-10-24 14,14.0,0.153,60.9,17.5,5.4
2023-10-24 15,18.7,0.189,57.4,16.7,6.1
2023-10-24 16,27.4,0.224,46.1,17.6,6.9
2023-10-24 17,41.7,0.242,31.1,18.8,9.3
2023-10-24 18,43.2,0.264,26.6,18.2,11.1
2023-10-24 19,45.9,0.262,21.4,17.0,9.8
2023-10-24 20,35.4,0.214,26.3,15.7,8.5
2023-10-24 21,22.2,0.181,37.6,10.0,6.6
2023-10-24 22,14.0,0.153,43.9,9.2,5.3
2023-10-24 23,19.0,0.155,38.0,8.4,4.8
2023-10-25 00,9.3,0.134,45.0,7.5,3.6
2023-10-25 01,10.2,0.133,43.5,5.6,3.1
2023-10-25 02,8.9,0.12,45.3,4.7,2.5
2023-10-25 03,7.9,0.123,45.3,4.5,2.3
2023-10-25 04,13.9,0.135,38.6,4.0,2.3
2023-10-25 05,26.1,0.159,25.8,4.2,2.5
2023-10-25 06,27.9,0.173,28.1,6.0,3.3
2023-10-25 07,19.9,0.185,36.8,6.1,2.3
2023-10-25 08,23.0,0.189,31.2,7.9,2.4
2023-10-25 09,22.6,0.178,32.5,6.9,2.3
2023-10-25 10,24.9,0.195,28.2,6.6,3.0
2023-10-25 11,25.8,0.2,25.2,9.2,4.9
2023-10-25 12,19.8,0.17,37.6,9.6,4.1
2023-10-25 13,15.4,0.157,43.6,6.6,2.5
2023-10-25 14,16.4,0.157,48.5,6.6,2.8
2023-10-25 15,18.3,0.166,53.0,4.9,2.0
2023-10-25 16,27.5,0.219,42.6,6.5,3.2
2023-10-25 17,21.0,0.193,47.9,6.8,3.3
2023-10-25 18,23.5,0.193,43.9,7.0,4.0
2023-10-25 19,25.6,0.221,39.3,9.1,5.7
2023-10-25 20,22.5,0.213,37.3,9.8,6.2
2023-10-25 21,23.1,0.232,32.7,8.7,5.6
2023-10-25 22,25.5,0.237,26.6,8.8,5.4
2023-10-25 23,28.2,0.212,22.6,8.4,5.1
2023-10-26 00,26.4,0.206,20.9,9.8,5.1
2023-10-26 01,19.2,0.187,20.9,9.4,5.4
2023-10-26 02,14.9,0.174,20.2,6.0,4.2
2023-10-26 03,20.1,0.165,16.7,3.9,2.9
2023-10-26 04,25.2,0.17,11.8,3.3,2.6
2023-10-26 05,38.9,0.21,2.4,3.9,3.0
2023-10-26 06,31.8,0.188,24.3,6.7,3.1
2023-10-26 07,27.6,0.2,39.4,19.8,8.4
2023-10-26 08,27.2,0.194,42.2,23.6,9.7
2023-10-26 09,22.1,0.188,42.7,23.4,9.5
2023-10-26 10,16.7,0.19,47.2,22.8,10.5
2023-10-26 11,16.7,0.195,47.0,21.2,11.1
2023-10-26 12,16.6,0.183,48.3,23.6,10.9
2023-10-26 13,15.7,0.176,46.6,25.8,11.1
2023-10-26 14,18.6,0.198,43.5,26.6,11.5
2023-10-26 15,25.7,0.202,36.0,24.6,11.3
2023-10-26 16,31.3,0.247,30.2,27.4,13.3
2023-10-26 17,34.1,0.255,22.6,26.7,14.7
2023-10-26 18,36.8,0.262,17.2,21.5,14.8
2023-10-26 19,36.9,0.255,18.7,15.0,11.8
2023-10-26 20,24.7,0.207,48.4,7.4,6.0
2023-10-26 21,23.7,0.218,49.0,4.8,3.5
2023-10-26 22,17.0,0.177,53.4,3.7,2.5
2023-10-26 23,11.6,0.162,55.4,3.7,1.7
2023-10-27 00,10.6,0.158,49.2,4.7,2.8
2023-10-27 01,8.2,0.152,48.6,6.4,3.6
2023-10-27 02,9.0,0.147,50.6,7.0,3.7
2023-10-27 03,9.6,0.149,49.3,8.5,4.5
2023-10-27 04,12.5,0.155,46.3,10.8,5.4
2023-10-27 05,17.5,0.162,43.5,10.8,5.4
2023-10-27 06,24.7,0.191,39.0,10.5,5.1
2023-10-27 07,27.4,0.211,37.0,14.5,5.7
2023-10-27 08,22.6,0.187,43.1,16.6,6.4
2023-10-27 09,17.0,0.175,49.2,15.3,6.3
2023-10-27 10,14.9,0.179,51.8,16.9,7.6
2023-10-27 11,13.1,0.171,55.8,16.9,8.5
